212,0,CALCULATE,O,G,STRING,,,
212,1,P_EXPRESSION,I,G,STRING,,,
212,2,P_TYPE,D,G,STRING,,,
212,3,P_TRANSFORM,D,G,BOOLEAN,,,
213,0,OBJECT_CLASS,O,G,STRING,,,
213,1,P_OBJECT_ID,I,R,OBJECT,,,
213,2,P_CLASS,D,G,STRING,,,
214,0,OBJECT_STATE,O,G,STRING,,,
214,1,P_OBJECT_ID,I,R,OBJECT,,,
214,2,P_CLASS,D,G,STRING,,,
215,1,MSG,I,G,STRING,,,
215,2,DLEVEL,D,G,INTEGER,,,
215,3,P_PUT_TIME,D,G,BOOLEAN,,,
216,0,NEXT_VALUE,O,G,NUMBER,,,
216,1,P_SEQ_NAME,I,G,STRING,,,
217,1,P_OBJECT_ID,I,R,OBJECT,,,
217,2,P_NEW_STATE,D,G,STRING,,,
217,3,P_METHOD_NAME,D,G,STRING,,,
217,4,P_CLASS_ID,D,G,STRING,,,
217,5,P_ASYNC,D,G,BOOLEAN,,,
218,0,SYSTEM,O,G,STRING,,,
218,1,P_QUALIFIER,I,G,STRING,,,
219,1,P_OBJECT_ID,I,R,OBJECT,,,
219,2,P_COLLECTION,I,D,COLLECTION,,,
219,3,P_CLASS,D,G,STRING,,,
220,1,D_LEVEL,D,G,INTEGER,,,
220,2,D_DIR,D,G,STRING,,,
220,3,BUF_SIZE,D,G,INTEGER,,,
221,1,PIPE_NAME,I,G,STRING,,,
221,2,PIPE_SIZE,D,G,INTEGER,,,
222,1,D_LEVEL,O,G,INTEGER,,,
222,2,BUF_SIZE,O,G,INTEGER,,,
222,3,PIPE_NAME,O,G,STRING,,,
222,4,PIPE_SIZE,O,G,INTEGER,,,
223,0,DEBUG2BUF,D,G,STRING,1,,
224,0,DEBUG2LOG,D,G,STRING,1,,
225,0,DEBUG2PIPE,D,G,STRING,1,,
226,0,DEBUG2NULL,D,G,STRING,1,,
227,0,DEBUGPIPESIZE,D,G,INTEGER,,,
228,0,LF$,O,G,STRING,1,,
229,0,CR$,O,G,STRING,1,,
230,0,TB$,O,G,STRING,1,,
231,0,NL$,O,G,STRING,1,,
232,0,DEBUG2FILE,D,G,STRING,1,,
233,1,FILE_NAME,D,G,STRING,,,
233,2,FILE_OPEN,D,G,BOOLEAN,,,
234,1,FILE_NAME,O,G,STRING,,,
234,2,FILE_HANDLE,O,G,INTEGER,,,
235,1,MSG,I,G,STRING,,,
235,2,DLEVEL,D,G,INTEGER,,,
235,3,P_PUT_TIME,D,G,BOOLEAN,,,
236,0,BOOL_CHAR,O,G,STRING,,,
236,1,OK,I,G,BOOLEAN,,,
236,2,P_TRUE,D,G,STRING,,,
236,3,P_FALSE,D,G,STRING,,,
